Date,Day,P,E,dS,S1,S2,S3,S1_E,S2_E,S3_E,Total_Excess,BFR,SFR,BS,SS,Qbase,Qsurf,Qtotal,Q,Q_obs
1993-06-15,33,0.0,0.741290409,-0.741290409,5.955759288999999,5.955759288999999,5.955759288999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11840.0
1993-06-16,34,0.102777701,1.180503078,-1.0777253770000002,4.8780339119999985,4.8780339119999985,4.8780339119999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11660.0
1993-06-17,35,0.0,2.112322775,-2.112322775,2.7657111369999985,2.7657111369999985,2.7657111369999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11750.0
1993-06-18,36,0.00677981,1.468121821,-1.461342011,1.3043691259999985,1.3043691259999985,1.3043691259999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11750.0
1993-06-19,37,0.0,1.917026094,-1.917026094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11750.0
1993-06-20,38,0.0,0.38472008,-0.38472008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11750.0
1993-06-21,39,0.0,1.101046038,-1.101046038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11660.0
1993-06-22,40,0.0,1.18681052,-1.18681052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11170.0
1993-06-23,41,0.0,1.073451275,-1.073451275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10760.0
1993-06-24,42,0.0,0.805035041,-0.805035041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0
1993-06-25,43,0.0,1.279407107,-1.279407107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9890.0
1993-06-26,44,0.0,1.754520218,-1.754520218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9210.0
1993-06-27,45,0.0,2.052776803,-2.052776803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8330.0
1993-06-28,46,0.0,1.541730555,-1.541730555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7430.0
1993-06-29,47,0.185153628,1.719282142,-1.534128514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6120.0
1993-06-30,48,0.146240364,1.391002792,-1.244762428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5310.0
1993-07-01,49,0.10008102,1.72592881,-1.6258477900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5380.0
1993-07-02,50,0.306977542,1.932082259,-1.625104717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0
1993-07-03,51,4.78e-07,2.150252498,-2.15025202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5050.0
1993-07-04,52,0.0,1.966845399,-1.966845399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5050.0
1993-07-05,53,0.023662102,1.826796659,-1.803134557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4730.0
1993-07-06,54,4.95e-05,1.818088147,-1.818038647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3590.0
1993-07-07,55,0.01820438,1.434634067,-1.416429687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2810.0
1993-07-08,56,0.567404224,1.645587211,-1.078182987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.0
1993-07-09,57,0.27209937,0.958943206,-0.686843836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3110.0
1993-07-10,58,3.142890531,0.834516666,2.308373865,2.308373865,2.308373865,2.308373865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5410.0
1993-07-11,59,19.95361636,0.799277746,19.154338614,21.462712479,21.462712479,21.462712479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10860.0
1993-07-12,60,9.809749719,1.488752544,8.320997174999999,29.783709654,29.783709654,29.783709654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16250.0
1993-07-13,61,0.307479106,1.662711854,-1.3552327480000002,28.428476906,28.428476906,28.428476906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18670.0
1993-07-14,62,0.613875674,2.11054672,-1.496671046,26.93180586,26.93180586,26.93180586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18660.0
1993-07-15,63,0.018896115,2.358680092,-2.339783977,24.592021883,24.592021883,24.592021883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17330.0
1993-07-16,64,0.0,1.722851535,-1.722851535,22.869170348,22.869170348,22.869170348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0
1993-07-17,65,0.0,1.97484151,-1.97484151,20.894328838,20.894328838,20.894328838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14230.0
1993-07-18,66,0.000695806,2.168041829,-2.167346023,18.726982815,18.726982815,18.726982815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12390.0
1993-07-19,67,0.002480697,1.429744996,-1.427264299,17.299718516,17.299718516,17.299718516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11750.0
1993-07-20,68,0.138054725,1.494583266,-1.356528541,15.943189975,15.943189975,15.943189975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11360.0
1993-07-21,69,0.437405965,0.701579003,-0.26417303799999997,15.679016937,15.679016937,15.679016937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11040.0
1993-07-22,70,0.295092708,1.017009744,-0.7219170360000001,14.957099901,14.957099901,14.957099901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9230.0
1993-07-23,71,0.103531489,1.975625365,-1.8720938759999999,13.085006025,13.085006025,13.085006025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9460.0
1993-07-24,72,0.00298795,2.80973457,-2.8067466199999997,10.278259405,10.278259405,10.278259405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9590.0
1993-07-25,73,0.001704202,2.009893173,-2.008188971,8.270070434,8.270070434,8.270070434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9830.0
1993-07-26,74,0.456793538,2.560013902,-2.1032203640000002,6.166850070000001,6.166850070000001,6.166850070000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10930.0
1993-07-27,75,10.03246967,2.585165348,7.447304321999999,13.614154392,13.614154392,13.614154392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15470.0
1993-07-28,76,0.08120056,1.761739582,-1.6805390219999998,11.93361537,11.93361537,11.93361537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20400.0
1993-07-29,77,0.904421925,1.981676867,-1.0772549420000002,10.856360428,10.856360428,10.856360428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21340.0
1993-07-30,78,0.110017919,2.444941816,-2.334923897,8.521436531,8.521436531,8.521436531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20510.0
1993-07-31,79,0.0,2.529524351,-2.529524351,5.991912180000001,5.991912180000001,5.991912180000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18760.0
1993-08-01,80,0.0,1.827504564,-1.827504564,4.164407616000001,4.164407616000001,4.164407616000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17240.0
1993-08-02,81,0.011367288,2.104370284,-2.0930029959999996,2.0714046200000014,2.0714046200000014,2.0714046200000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16590.0
1993-08-03,82,0.0,1.713086326,-1.713086326,0.35831829400000137,0.35831829400000137,0.35831829400000137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16290.0
1993-08-04,83,0.0,0.742174617,-0.742174617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15280.0
1993-08-05,84,0.0,1.594376767,-1.594376767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13140.0
1993-08-06,85,0.0,1.39618397,-1.39618397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11370.0
1993-08-07,86,0.0,1.756318044,-1.756318044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10290.0
1993-08-08,87,0.0,1.950921555,-1.950921555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9400.0
1993-08-09,88,0.0,1.67202666,-1.67202666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660.0
1993-08-10,89,0.0,1.779614575,-1.779614575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0
1993-08-11,90,0.0,0.852700119,-0.852700119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6880.0
1993-08-12,91,0.0,1.629388107,-1.629388107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0
1993-08-13,92,0.0,2.883669766,-2.883669766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6240.0
1993-08-14,93,0.0,2.813458983,-2.813458983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5880.0
1993-08-15,94,0.0,2.978982903,-2.978982903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4980.0
1993-08-16,95,0.0,2.974452506,-2.974452506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.0
1993-08-17,96,0.0,0.623064689,-0.623064689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
1993-08-18,97,0.0,1.34163825,-1.34163825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0
1993-08-19,98,0.0,2.97324884,-2.97324884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3070.0
1993-08-20,99,0.0,3.42549559,-3.42549559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3070.0
1993-08-21,100,0.0,3.327717096,-3.327717096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3070.0
1993-08-22,101,0.0,2.008041961,-2.008041961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580.0
1993-08-23,102,0.0,3.100726518,-3.100726518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170.0
1993-08-24,103,0.0,2.575658401,-2.575658401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.9999999999998
1993-08-25,104,0.825805305,1.832997101,-1.0071917959999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940.0
1993-08-26,105,2.401747128,3.26562101,-0.863873882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.9999999999998
1993-08-27,106,0.203906015,2.812688456,-2.6087824410000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2070.0
1993-08-28,107,2.150347035,2.344309511,-0.19396247600000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2230.0
1993-08-29,108,10.0210114,1.567855687,8.453155713000001,8.453155713000001,8.453155713000001,8.453155713000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120.0
1993-08-30,109,3.392251918,2.765247727,0.6270041909999997,9.080159904,9.080159904,9.080159904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6860.0
1993-08-31,110,0.759310843,2.955691387,-2.196380544,6.88377936,6.88377936,6.88377936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11560.0
1993-09-01,111,0.567313237,2.632330123,-2.065016886,4.818762474,4.818762474,4.818762474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12610.0
1993-09-02,112,0.432756218,1.45192816,-1.019171942,3.799590532,3.799590532,3.799590532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13310.0
1993-09-03,113,4.673088922,2.750184016,1.9229049059999999,5.722495437999999,5.722495437999999,5.722495437999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13050.0
1993-09-04,114,5.4e-05,2.730509201,-2.730455201,2.9920402369999994,2.9920402369999994,2.9920402369999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12790.0
1993-09-05,115,0.0,2.681213053,-2.681213053,0.3108271839999994,0.3108271839999994,0.3108271839999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12190.0
1993-09-06,116,0.0,1.738944262,-1.738944262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11200.0
1993-09-07,117,1.024874447,2.862748219,-1.8378737720000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9820.0
1993-09-08,118,0.018233323,3.760249008,-3.742015685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8730.0
1993-09-09,119,0.013042053,3.484301591,-3.471259538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6660.0
1993-09-10,120,1.89181994,2.846556776,-0.9547368359999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0
1993-09-11,121,0.0,3.528509613,-3.528509613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4840.0
1993-09-12,122,0.0,3.586933449,-3.586933449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.0
1993-09-13,123,0.001299762,2.745840936,-2.744541174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3380.0
1993-09-14,124,2.697196193,2.090210417,0.6069857759999997,0.6069857759999997,0.6069857759999997,0.6069857759999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4160.0
1993-09-15,125,21.61935953,3.519583888,18.099775642,18.706761418,18.706761418,18.706761418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7600.0
1993-09-16,126,0.0,3.361396478,-3.361396478,15.34536494,15.34536494,15.34536494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9400.0
1993-09-17,127,0.576071723,2.652590581,-2.076518858,13.268846082,13.268846082,13.268846082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13790.0
1993-09-18,128,0.0,3.763520735,-3.763520735,9.505325347,9.505325347,9.505325347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17420.0
1993-09-19,129,0.0,3.583644429,-3.583644429,5.921680918,5.921680918,5.921680918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15040.0
1993-09-20,130,0.0,4.280493973,-4.280493973,1.6411869450000003,1.6411869450000003,1.6411869450000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12330.0
1993-09-21,131,0.0,1.400979812,-1.400979812,0.24020713300000018,0.24020713300000018,0.24020713300000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9440.0
1993-09-22,132,0.0,0.37762206,-0.37762206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7410.0
1993-09-23,133,9.326651608,1.28569784,8.040953768000001,8.040953768000001,8.040953768000001,8.040953768000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6780.0
1993-09-24,134,4.506119866,4.358194452,0.14792541399999948,8.188879182,8.188879182,8.188879182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6970.0
1993-09-25,135,0.063390247,4.731148118,-4.667757871,3.521121311000001,3.521121311000001,3.521121311000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6970.0
1993-09-26,136,0.0,3.994049971,-3.994049971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6780.0
1993-09-27,137,0.04300039,4.315181387,-4.2721809969999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7410.0
1993-09-28,138,0.0,4.249873774,-4.249873774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7580.0
1993-09-29,139,0.0,4.629045191,-4.629045191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5970.0
1993-09-30,140,0.0,3.42641831,-3.42641831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4760.0
