Date,Day,P,E,dS,S1,S2,S3,S1_E,S2_E,S3_E,Total_Excess,BFR,SFR,BS,SS,Qbase,Qsurf,Qtotal,Q,Q_obs
1993-10-01,141,0.028585758,4.096714048,-4.06812829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
1993-10-02,142,0.0,4.56519293,-4.56519293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3390.0
1993-10-03,143,0.0,4.717884736,-4.717884736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2940.0
1993-10-04,144,0.0,2.274422128,-2.274422128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2410.0
1993-10-05,145,4.549251406,3.262390248,1.2868611579999998,1.2868611579999998,1.2868611579999998,1.2868611579999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0
1993-10-06,146,0.052105984,4.533801966,-4.481695982000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0
1993-10-07,147,0.0,4.422707547,-4.422707547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0
1993-10-08,148,0.0,5.534690393,-5.534690393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1840.0
1993-10-09,149,0.0,5.06185028,-5.06185028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0
1993-10-10,150,0.0,4.285157553,-4.285157553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0
1993-10-11,151,0.0,2.649965729,-2.649965729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0
1993-10-12,152,1.267467807,2.965272799,-1.697804992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0
1993-10-13,153,0.368756749,3.85696518,-3.488208431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0
1993-10-14,154,0.000353901,3.659858237,-3.659504336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0
1993-10-15,155,0.005344797,2.257923773,-2.252578976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0
1993-10-16,156,3.104693076,2.917200868,0.1874922080000001,0.1874922080000001,0.1874922080000001,0.1874922080000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0
1993-10-17,157,1.955948099,4.211884825,-2.2559367260000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0
1993-10-18,158,0.047911445,4.560647514,-4.512736069000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0
1993-10-19,159,3.251097058,2.694452912,0.556644146,0.556644146,0.556644146,0.556644146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0
1993-10-20,160,1.17e-06,0.538679485,-0.538678315,0.017965831000000043,0.017965831000000043,0.017965831000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0
1993-10-21,161,7.908045018,4.120812757,3.7872322609999998,3.805198092,3.805198092,3.805198092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0
1993-10-22,162,0.0,4.255162732,-4.255162732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0
1993-10-23,163,0.059304037,4.180348244,-4.121044207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0
1993-10-24,164,0.185812874,4.608555945,-4.422743071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0
1993-10-25,165,2.189636951,4.364358546,-2.174721595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0
1993-10-26,166,0.259151046,4.79888556,-4.539734514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0
1993-10-27,167,0.0,4.572303366,-4.572303366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0
1993-10-28,168,0.051365931,4.267545268,-4.216179337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0
1993-10-29,169,0.038564538,4.243053559,-4.204489021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
1993-10-30,170,8.610580872,4.180519205,4.4300616669999995,4.4300616669999995,4.4300616669999995,4.4300616669999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0
1993-10-31,171,11.51140892,2.898694992,8.612713928,13.042775594999998,13.042775594999998,13.042775594999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0
1993-11-01,172,5.986977336,3.710113499,2.2768638369999996,15.319639431999999,15.319639431999999,15.319639431999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.0
1993-11-02,173,0.181952274,3.77466228,-3.592710006,11.726929425999998,11.726929425999998,11.726929425999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0
1993-11-03,174,0.02009727,4.986201767,-4.966104497,6.760824928999998,6.760824928999998,6.760824928999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0
1993-11-04,175,0.0,4.433542218,-4.433542218,2.327282710999998,2.327282710999998,2.327282710999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0
1993-11-05,176,0.0,3.694618683,-3.694618683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-06,177,0.0,5.366393287,-5.366393287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-07,178,0.0296762,5.310217708,-5.280541508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-08,179,0.010103324,6.317817984,-6.30771466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-09,180,0.001949644,4.397018299,-4.395068655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-10,181,2.723259554,3.406180079,-0.6829205249999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-11,182,0.819074633,2.347301197,-1.5282265640000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-12,183,0.039537025,4.185578016,-4.146040991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-13,184,0.121447925,2.1060319,-1.984583975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-14,185,2.696136848,2.507649586,0.1884872620000002,0.1884872620000002,0.1884872620000002,0.1884872620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-15,186,0.163712032,5.010035257,-4.846323225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-16,187,0.00037665,3.906267735,-3.905891085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
1993-11-17,188,0.0,4.040612295,-4.040612295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0
1993-11-18,189,0.0,4.414047565,-4.414047565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0
1993-11-19,190,0.0,6.482175677,-6.482175677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0
1993-11-20,191,0.0,4.572049218,-4.572049218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0
1993-11-21,192,0.053814398,3.327326831,-3.273512433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0
1993-11-22,193,5.129684886,2.447411434,2.6822734519999996,2.6822734519999996,2.6822734519999996,2.6822734519999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0
1993-11-23,194,3.539060848,4.606519725,-1.067458877,1.6148145749999996,1.6148145749999996,1.6148145749999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0
1993-11-24,195,7.447685725,2.046080925,5.4016048,7.016419375,7.016419375,7.016419375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79260.0
1993-11-25,196,3.325687295,5.279169879,-1.9534825840000005,5.062936790999999,5.062936790999999,5.062936790999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23960.0
1993-11-26,197,0.744034458,5.299147676,-4.555113218,0.5078235729999996,0.5078235729999996,0.5078235729999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10870.0
1993-11-27,198,0.064807482,6.176215829,-6.111408347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0
1993-11-28,199,0.0,6.471209843,-6.471209843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3270.0
1993-11-29,200,0.0,6.126745617,-6.126745617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040.0
1993-11-30,201,0.0,4.887615949,-4.887615949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.0
1993-12-01,202,0.0,4.945937414,-4.945937414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0
1993-12-02,203,0.0,5.881892883,-5.881892883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0
1993-12-03,204,0.053385237,5.903651723,-5.850266486000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0
1993-12-04,205,0.0,5.139103123,-5.139103123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0
1993-12-05,206,0.072908831,4.809469856,-4.736561024999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0
1993-12-06,207,13.68761842,2.252420719,11.435197701,11.435197701,11.435197701,11.435197701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0
1993-12-07,208,1.199439875,3.484864759,-2.285424884,9.149772816999999,9.149772816999999,9.149772816999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0
1993-12-08,209,18.33828504,1.503721593,16.834563446999997,25.984336263999996,25.984336263999996,25.984336263999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0
1993-12-09,210,27.95285707,2.526541506,25.426315564,50.0,50.0,50.0,1.4106518279999989,1.4106518279999989,1.4106518279999989,1.4106518279999989,0.4937281397999996,0.9169236881999993,0.46904173280999956,0.8922372812099992,0.02468640699,0.02468640699,0.04937281398,191021.7739638795,6810.0
1993-12-10,211,3.270071009,3.196366126,0.073704883,50.0,50.0,50.0,0.07370488299999778,0.07370488299999778,0.07370488299999778,0.07370488299999778,0.02579670904999922,0.04790817394999856,0.4700965197669988,0.9154035330669978,0.02474192209299996,0.02474192209299996,0.04948384418599992,191451.34613536383,13260.0
1993-12-11,212,0.285431187,4.866443708,-4.581012521,45.418987479,45.418987479,45.418987479,0.0,0.0,0.0,0.0,0.0,0.0,0.4465916937786488,0.8918987070786479,0.02350482598834996,0.02350482598834996,0.04700965197669992,181878.7788285956,15660.0
1993-12-12,213,0.18279827,5.739501132,-5.556702862,39.862284617,39.862284617,39.862284617,0.0,0.0,0.0,0.0,0.0,0.0,0.42426210908971634,0.8695691223897155,0.022329584688932463,0.022329584688932463,0.044659169377864925,172784.8398871658,14600.0
1993-12-13,214,0.250997369,6.60752899,-6.356531620999999,33.505752996,33.505752996,33.505752996,0.0,0.0,0.0,0.0,0.0,0.0,0.4030490036352305,0.8483560169352297,0.021213105454485837,0.021213105454485837,0.042426210908971675,164145.5978928075,11880.0
1993-12-14,215,0.105284293,6.232999602,-6.127715308999999,27.378037687,27.378037687,27.378037687,0.0,0.0,0.0,0.0,0.0,0.0,0.38289655345346896,0.8282035667534681,0.020152450181761542,0.020152450181761542,0.040304900363523084,155938.3179981671,8790.0
1993-12-15,216,0.0,5.799456836,-5.799456836,21.578580850999998,21.578580850999998,21.578580850999998,0.0,0.0,0.0,0.0,0.0,0.0,0.3637517257807955,0.8090587390807946,0.019144827672673465,0.019144827672673465,0.03828965534534693,148141.40209825875,6120.0
1993-12-16,217,0.176726585,2.995470249,-2.818743664,18.759837187,18.759837187,18.759837187,0.0,0.0,0.0,0.0,0.0,0.0,0.34556413949175574,0.7908711527917548,0.01818758628903979,0.01818758628903979,0.03637517257807958,140734.3319933458,4590.0
1993-12-17,218,2.359077791,4.563940756,-2.2048629650000002,16.554974222,16.554974222,16.554974222,0.0,0.0,0.0,0.0,0.0,0.0,0.3282859325171679,0.773592945817167,0.017278206974587804,0.017278206974587804,0.03455641394917561,133697.61539367854,3370.0
1993-12-18,219,0.004562523,5.202634367,-5.198071844,11.356902377999997,11.356902377999997,11.356902377999997,0.0,0.0,0.0,0.0,0.0,0.0,0.3118716358913095,0.7571786491913086,0.016414296625858412,0.016414296625858412,0.032828593251716824,127012.7346239946,2130.0
1993-12-19,220,0.0,6.269375535,-6.269375535,5.087526842999997,5.087526842999997,5.087526842999997,0.0,0.0,0.0,0.0,0.0,0.0,0.296278054096744,0.7415850673967431,0.015593581794565489,0.015593581794565489,0.031187163589130977,120662.09789279485,1640.0
1993-12-20,221,0.0,5.613312738,-5.613312738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2814641513919068,0.726771164691906,0.014813902704837213,0.014813902704837213,0.029627805409674426,114628.99299815511,1180.0
1993-12-21,222,0.0,4.956563768,-4.956563768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26739094382231143,0.7126979571223105,0.01407320756959535,0.01407320756959535,0.0281464151391907,108897.54334824733,830.0
1993-12-22,223,0.785675484,5.32481545,-4.5391399660000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25402139663119583,0.6993284099311949,0.013369547191115584,0.013369547191115584,0.02673909438223117,103452.66618083497,720.0
1993-12-23,224,19.49321055,5.210456156,14.282754394000001,14.282754394000001,14.282754394000001,14.282754394000001,0.0,0.0,0.0,0.0,0.0,0.0,0.24132032679963603,0.6866273400996351,0.012701069831559803,0.012701069831559803,0.025402139663119605,98280.03287179321,700.0
1993-12-24,225,4.937267233,6.50162576,-1.5643585269999996,12.718395867000002,12.718395867000002,12.718395867000002,0.0,0.0,0.0,0.0,0.0,0.0,0.22925431045965422,0.6745613237596533,0.012066016339981812,0.012066016339981812,0.024132032679963625,93366.03122820354,590.0
1993-12-25,226,0.000974095,5.97717162,-5.976197525,6.742198342000002,6.742198342000002,6.742198342000002,0.0,0.0,0.0,0.0,0.0,0.0,0.2177915949366715,0.6630986082366706,0.011462715522982721,0.011462715522982721,0.022925431045965443,88697.72966679337,490.0
1993-12-26,227,0.013046121,6.719556013,-6.706509892,0.03568845000000209,0.03568845000000209,0.03568845000000209,0.0,0.0,0.0,0.0,0.0,0.0,0.20690201518983792,0.652209028489837,0.010889579746833584,0.010889579746833584,0.02177915949366717,84262.84318345369,440.0
1993-12-27,228,0.554917159,2.990608167,-2.435691008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196556914430346,0.6418639277303451,0.010345100759491905,0.010345100759491905,0.02069020151898381,80049.70102428099,410.0
1993-12-28,229,0.0,3.635117151,-3.635117151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1867290687088287,0.6320360820088278,0.00982784572151731,0.00982784572151731,0.01965569144303462,76047.21597306695,380.0
1993-12-29,230,0.0,4.172736301,-4.172736301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17739261527338723,0.6226996285733863,0.009336453435441443,0.009336453435441443,0.018672906870882886,72244.85517441359,350.0
1993-12-30,231,0.014179024,5.366203991,-5.352024967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16852298450971787,0.6138299978097169,0.008869630763669369,0.008869630763669369,0.017739261527338738,68632.61241569291,330.0
1993-12-31,232,0.0,6.474942894,-6.474942894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16009683528423196,0.605403848584231,0.008426149225485902,0.008426149225485902,0.016852298450971803,65200.981794908264,300.0
1994-01-01,233,0.0,5.734776983,-5.734776983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15209199352002037,0.5973990068200195,0.008004841764211606,0.008004841764211606,0.01600968352842321,61940.93270516285,300.0
1994-01-02,234,0.0,5.667448631,-5.667448631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14448739384401935,0.5897944071440184,0.007604599676001025,0.007604599676001025,0.01520919935200205,58843.8860699047,300.0
1994-01-03,235,0.0,5.935505619,-5.935505619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13726302415181837,0.5825700374518175,0.007224369692200974,0.007224369692200974,0.014448739384401948,55901.691766409465,300.0
1994-01-04,236,0.0,5.36698929,-5.36698929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13039987294422745,0.5757068862442265,0.006863151207590925,0.006863151207590925,0.01372630241518185,53106.60717808899,300.0
1994-01-05,237,0.0,6.34938298,-6.34938298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12387987929701606,0.5691868925970152,0.006519993647211378,0.006519993647211378,0.013039987294422756,50451.27681918454,300.0
1994-01-06,238,0.0,4.906689707,-4.906689707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11768588533216526,0.5629928986321644,0.006193993964850809,0.006193993964850809,0.012387987929701617,47928.71297822531,240.0
1994-01-07,239,0.0,2.151530665,-2.151530665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11180159106555698,0.5571086043655561,0.005884294266608268,0.005884294266608268,0.011768588533216537,45532.27732931404,210.0
1994-01-08,240,0.025483963,4.794024425,-4.768540462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10621151151227913,0.5515185248122783,0.0055900795532778545,0.0055900795532778545,0.011180159106555709,43255.66346284834,190.0
1994-01-09,241,0.190124391,4.417735783,-4.227611392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10090093593666517,0.5462079492366643,0.0053105755756139615,0.0053105755756139615,0.010621151151227923,41092.880289705914,170.0
1994-01-10,242,0.701859732,3.921928753,-3.220069021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09585588913983191,0.541162902439831,0.0050450467968332635,0.0050450467968332635,0.010090093593666527,39038.236275220625,150.0
1994-01-11,243,0.285050015,5.666097115,-5.3810471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09106309468284031,0.5363701079828395,0.0047927944569915995,0.0047927944569915995,0.009585588913983199,37086.32446145958,140.0
1994-01-12,244,0.516564756,6.188244264,-5.6716795079999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865099399486983,0.5318169532486975,0.004553154734142019,0.004553154734142019,0.009106309468284038,35232.0082383866,120.0
1994-01-13,245,0.054031354,5.940281447,-5.886250093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08218444295126337,0.5274914562512626,0.004325496997434918,0.004325496997434918,0.008650993994869837,33470.40782646728,100.0
1994-01-14,246,0.282424864,5.879851105,-5.597426241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0780752208037002,0.5233822341036994,0.004109222147563172,0.004109222147563172,0.008218444295126344,31796.887435143908,40.0
1994-01-15,247,6.157886745,5.076124228,1.0817625169999996,1.0817625169999996,1.0817625169999996,1.0817625169999996,0.0,0.0,0.0,0.0,0.0,0.0,0.07417145976351519,0.5194784730635145,0.0039037610401850137,0.0039037610401850137,0.007807522080370027,30207.043063386714,40.0
1994-01-16,248,5.715823293,5.688486908,0.027336384999999908,1.1090989019999995,1.1090989019999995,1.1090989019999995,0.0,0.0,0.0,0.0,0.0,0.0,0.07046288677533943,0.5157699000753387,0.003708572988175763,0.003708572988175763,0.007417145976351526,28696.690910217378,90.0
1994-01-17,249,0.738735162,6.623111336,-5.884376174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06693974243657246,0.5122467557365717,0.0035231443387669747,0.0035231443387669747,0.0070462886775339495,27261.856364706506,70.0
1994-01-18,250,0.141277388,6.793456335,-6.652178947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06359275531474383,0.5088997686147432,0.003346987121828626,0.003346987121828626,0.006693974243657252,25898.76354647118,0.0
1994-01-19,251,4.752072165,4.385589432,0.36648273300000067,0.36648273300000067,0.36648273300000067,0.36648273300000067,0.0,0.0,0.0,0.0,0.0,0.0,0.060413117549006634,0.505720130849006,0.0031796377657371945,0.0031796377657371945,0.006359275531474389,24603.82536914762,10.0
1994-01-20,252,6.421686947,3.80438468,2.6173022670000003,2.983785000000001,2.983785000000001,2.983785000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0573924616715563,0.5026994749715556,0.0030206558774503343,0.0030206558774503343,0.006041311754900669,23373.634100690237,90.0
1994-01-21,253,0.685743816,6.448951621,-5.763207805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05452283858797848,0.49982985188797785,0.002869623083577818,0.002869623083577818,0.005739246167155636,22204.952395655728,90.0
1994-01-22,254,0.040829141,6.735395944,-6.694566803000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051796696658579555,0.49710370995857894,0.0027261419293989264,0.0027261419293989264,0.005452283858797853,21094.704775872935,90.0
1994-01-23,255,0.056279271,5.47865808,-5.422378809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04920686182565057,0.49451387512565,0.00258983483292898,0.00258983483292898,0.00517966966585796,20039.96953707929,40.0
1994-01-24,256,0.0,4.638410275,-4.638410275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04674651873436804,0.49205353203436747,0.002460343091282531,0.002460343091282531,0.004920686182565062,19037.971060225325,0.0
1994-01-25,257,0.00037665,5.045601319,-5.045224669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044409192797649634,0.48971620609764904,0.002337325936718404,0.002337325936718404,0.004674651873436808,18086.072507214056,0.0
1994-01-26,258,0.18249495,4.450816669,-4.268321719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04218873315776715,0.48749574645776655,0.0022204596398824835,0.0022204596398824835,0.004440919279764967,17181.76888185335,0.0
1994-01-27,259,0.490242141,4.391197785,-3.900955644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04007929649987879,0.4853863097998782,0.0021094366578883594,0.0021094366578883594,0.004218873315776719,16322.680437760682,0.0
1994-01-28,260,2.743071545,5.379522383,-2.6364508380000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03807533167488485,0.48338234497488425,0.0020039648249939412,0.0020039648249939412,0.0040079296499878824,15506.546415872646,0.0
1994-01-29,261,0.531250881,5.141593856,-4.610342975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03617156509114061,0.48147857839114,0.0019037665837442444,0.0019037665837442444,0.003807533167488489,14731.219095079017,0.0
1994-01-30,262,0.22521004,5.49741412,-5.27220408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03436298683658358,0.47967000013658295,0.0018085782545570323,0.0018085782545570323,0.0036171565091140646,13994.658140325068,0.0
1994-01-31,263,0.255859288,2.582969084,-2.3271097960000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326448374947544,0.4779518507947538,0.0017181493418291804,0.0017181493418291804,0.0034362986836583608,13294.925233308812,0.0
1994-02-01,264,10.23461445,3.565758365,6.668856085,6.668856085,6.668856085,6.668856085,0.0,0.0,0.0,0.0,0.0,0.0,0.031012595620016677,0.47631960892001607,0.0016322418747377215,0.0016322418747377215,0.003264483749475443,12630.178971643372,0.0
1994-02-02,265,3.878172268,2.0661863,1.8119859680000001,8.480842053,8.480842053,8.480842053,0.0,0.0,0.0,0.0,0.0,0.0,0.029461965839015843,0.4747689791390152,0.0015506297810008352,0.0015506297810008352,0.0031012595620016703,11998.6700230612,0.0
1994-02-03,266,21.29921645,2.632106777,18.667109673,27.147951726,27.147951726,27.147951726,0.0,0.0,0.0,0.0,0.0,0.0,0.02798886754706505,0.4732958808470644,0.0014730982919507933,0.0014730982919507933,0.0029461965839015867,11398.73652190814,0.0
