Day,P,E,dS,S1,S2,S3,S1_E,S2_E,S3_E,Total_Excess,BFR,SFR,BS,SS,Qbase,Qsurf,Qtotal,Q,Q_obs
0,7.835630509,6.018402787,1.8172277219999993,1.8172277219999993,1.8172277219999993,1.8172277219999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357440.0
1,2.211312626,6.709386696,-4.49807407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320660.0
2,0.0,6.625446562,-6.625446562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261870.0
3,0.0,5.175933167,-5.175933167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226440.0
4,0.024878245,6.568890732,-6.544012487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205860.0
5,2.812370831,6.772727718,-3.9603568869999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207460.0
6,16.13184634,6.878303388,9.253542952,8.175,8.175,8.175,1.0785429519999994,1.0785429519999994,1.0785429519999994,1.0785429519999994,0.37749003319999974,0.7010529187999996,0.35861553153999975,0.6821784171399996,0.018874501660000004,0.018874501660000004,0.03774900332000001,146049.63740725353,500260.0
7,26.36965701,5.312735147,21.056921863,8.175,8.175,8.175,21.056921863,21.056921863,21.056921863,21.056921863,7.36992265205,13.68699921095,7.342111274410499,13.9827507189105,0.38642690917950034,0.38642690917950034,0.7728538183590007,2990145.6995644835,1141570.0
8,7.680103929,5.555099494,2.125004435,8.175,8.175,8.175,2.125004435000001,2.125004435000001,2.125004435000001,2.125004435000001,0.7437515522500003,1.3812528827500008,7.6815696853274735,14.959710460327475,0.4042931413330253,0.4042931413330253,0.8085862826660506,3128393.4146491177,1826320.0
9,0.076426345,6.416250978,-6.339824633,1.8351753670000006,1.8351753670000006,1.8351753670000006,0.0,0.0,0.0,0.0,0.0,0.0,7.297491201061099,14.575631976061102,0.38407848426637403,0.38407848426637403,0.7681569685327481,2971973.743916662,1099420.0
10,0.001259917,5.996806301,-5.995546384000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.932616641008044,14.210757416008047,0.3648745600530553,0.3648745600530553,0.7297491201061106,2823375.056720828,633050.0
11,0.0,5.675340001,-5.675340001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.585985808957642,13.864126583957644,0.3466308320504025,0.3466308320504025,0.693261664100805,2682206.303884787,407600.0
12,0.0,5.351737018,-5.351737018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25668651850976,13.53482729350976,0.3292992904478824,0.3292992904478824,0.6585985808957648,2548095.988690548,299220.0
13,0.0,6.029483829,-6.029483829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.943852192584272,13.221992967584272,0.31283432592548827,0.31283432592548827,0.6256686518509765,2420691.18925602,235230.0
14,0.0,5.795325802,-5.795325802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.646659582955058,12.924800357955059,0.29719260962921384,0.29719260962921384,0.5943852192584277,2299656.6297932193,190800.0
15,0.0,6.041621874,-6.041621874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.364326603807305,12.642467378807305,0.2823329791477532,0.2823329791477532,0.5646659582955064,2184673.7983035585,158240.0
16,0.0,6.565525455,-6.565525455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.096110273616939,12.37425104861694,0.26821633019036545,0.26821633019036545,0.5364326603807309,2075440.1083883797,141530.0
17,0.674244555,5.407655251,-4.733410696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.841304759936092,12.119445534936094,0.2548055136808472,0.2548055136808472,0.5096110273616944,1971668.1029689608,133260.0
18,11.782044,4.405401108,7.3766428920000005,7.3766428920000005,7.3766428920000005,7.3766428920000005,0.0,0.0,0.0,0.0,0.0,0.0,4.599239521939287,11.87738029693929,0.24206523799680482,0.24206523799680482,0.48413047599360964,1873084.6978205128,220010.0
19,0.0,4.023577008,-4.023577008,3.3530658840000003,3.3530658840000003,3.3530658840000003,0.0,0.0,0.0,0.0,0.0,0.0,4.369277545842323,11.647418320842325,0.22996197609696456,0.22996197609696456,0.4599239521939291,1779430.462929487,206910.0
20,0.000418827,5.130732427,-5.1303136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.150813668550207,11.428954443550209,0.21846387729211633,0.21846387729211633,0.43692775458423266,1690458.9397830125,183030.0
21,0.0,5.462528205,-5.462528205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.943272985122696,11.221413760122699,0.2075406834275105,0.2075406834275105,0.415081366855021,1605935.9927938618,155790.0
22,11.74209693,4.240612247,7.501484683000001,7.501484683000001,7.501484683000001,7.501484683000001,0.0,0.0,0.0,0.0,0.0,0.0,3.7461093358665614,11.024250110866564,0.197163649256135,0.197163649256135,0.39432729851227,1525639.193154169,147990.0
23,20.59047187,4.743624237,15.846847633,8.175,8.175,8.175,15.173332316,15.173332316,15.173332316,15.173332316,5.310666310599999,9.8626660054,8.603936864143233,20.434077333943232,0.4528387823233284,0.4528387823233284,0.9056775646466568,3504036.3530458533,916690.0
24,5.222102023,2.55535382,2.6667482029999996,8.175,8.175,8.175,2.666748202999999,2.666748202999999,2.666748202999999,2.666748202999999,0.9333618710499997,1.7333863319499996,9.06043379843357,21.690598729133573,0.476864936759662,0.476864936759662,0.953729873519324,3689949.1367011545,1086280.0
25,0.086330103,4.130525348,-4.044195245,4.130804755000001,4.130804755000001,4.130804755000001,0.0,0.0,0.0,0.0,0.0,0.0,8.607412108511891,21.237577039211892,0.4530216899216789,0.4530216899216789,0.9060433798433578,3505451.679866097,622750.0
26,0.085129506,5.220518186,-5.135388679999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.177041503086297,20.8072064337863,0.4303706054255949,0.4303706054255949,0.8607412108511898,3330179.0958727915,413270.0
27,0.000181199,6.228297058,-6.228115859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.768189427931982,20.398354358631984,0.4088520751543152,0.4088520751543152,0.8177041503086304,3163670.141079152,313350.0
28,0.01014196,4.454174879,-4.444032919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3797799565353825,20.009944887235385,0.3884094713965994,0.3884094713965994,0.7768189427931989,3005486.634025194,251470.0
29,0.0,5.466951161,-5.466951161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.010790958708613,19.640955889408616,0.36898899782676947,0.36898899782676947,0.7379779956535389,2855212.302323935,204260.0
30,0.140159629,6.184295192,-6.044135563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.660251410773182,19.290416341473186,0.35053954793543096,0.35053954793543096,0.7010790958708619,2712451.687207738,171760.0
31,0.0,3.049335191,-3.049335191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.327238840234523,18.957403770934526,0.3330125705386594,0.3330125705386594,0.6660251410773188,2576829.1028473508,150880.0
32,1.680720913,4.272544749,-2.5918238359999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.010876898222797,18.6410418289228,0.31636194201172646,0.31636194201172646,0.6327238840234529,2447987.6477049836,130880.0
33,0.00638761,3.624537716,-3.618150106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.710333053311657,18.34049798401166,0.3005438449111401,0.3005438449111401,0.6010876898222802,2325588.2653197343,113090.0
34,0.010236704,4.773344491,-4.763107786999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4248164006460735,18.054981331346077,0.28551665266558307,0.28551665266558307,0.5710333053311661,2209308.852053747,104260.0
35,0.010322638,4.048474176,-4.038151538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1535755806137695,17.783740511313773,0.27124082003230393,0.27124082003230393,0.5424816400646079,2098843.40945106,95930.0
36,0.974121359,3.217464276,-2.2433429169999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.895896801583081,17.526061732283086,0.2576787790306887,0.2576787790306887,0.5153575580613774,1993901.2389785068,91890.0
37,0.488687162,5.87913903,-5.390451868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.651101961503927,17.28126689220393,0.24479484007915428,0.24479484007915428,0.48958968015830856,1894206.1770295815,87950.0
38,0.249255382,3.124070152,-2.87481477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41854686342873,17.048711794128735,0.23255509807519656,0.23255509807519656,0.4651101961503931,1799495.8681781024,85290.0
39,1.903996918,2.832301111,-0.928304193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.197619520257294,16.8277844509573,0.22092734317143672,0.22092734317143672,0.44185468634287345,1709521.0747691973,87680.0
40,0.109637744,4.778889882,-4.669252138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.987738544244429,16.617903474944434,0.20988097601286487,0.20988097601286487,0.41976195202572975,1624045.021030737,74820.0
41,0.989758919,5.32241883,-4.332659911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.788351617032207,16.418516547732214,0.19938692721222162,0.19938692721222162,0.39877385442444324,1542842.7699792003,70620.0
